filename,Tmax,T50,polymer_weight,cat_weight,coke_weight,num_loading,num_run
101_SR_1_PP1-004_TiO2_LL_ZY_1_01.txt,253.01,240.91,4.649951,2.079412,0.039667999999999815,01,1
101_SR_1_PP1-004_TiO2_LL_ZY_1_02.txt,279.34,262.24,4.7641789999999995,1.108372,0.02903100000000003,02,1
101_SR_1_PP1-004_TiO2_LL_ZY_1_03.txt,297.12,276.09,4.620209,0.636181,0.029302999999999968,03,1
101_SR_2_PP1-004_TiO2_LL_ZY_2_01.txt,251.7,240.68,4.442261,2.080225,0.027506999999999948,01,2
101_SR_2_PP1-004_TiO2_LL_ZY_2_02.txt,277.58,260.64,4.571936,1.102206,0.026456999999999953,02,2
101_SR_2_PP1-004_TiO2_LL_ZY_2_03.txt,303.77,281.4,4.687079,0.646954,0.027912999999999966,03,2
101_SR_3_PP1-004_TiO2_LL_ZY_3_01.txt,254.24,241.97,4.693007,2.094792,0.025100999999999818,01,3
101_SR_3_PP1-004_TiO2_LL_ZY_3_02.txt,277.22,262.27,4.585893,1.117518,0.025744999999999907,02,3
101_SR_3_PP1-004_TiO2_LL_ZY_3_03.txt,309.33,287.48,4.806286999999999,0.652306,0.026659999999999906,03,3
