filename,Tmax,T50,polymer_weight,cat_weight,coke_weight,num_loading,num_run,rate_temp
009_NF_1_PP1-004_NH4Cl_LL_ZY_P_1_1.txt,245.82,231.55,4.687214,1.665488,0.05382799999999999,1,1,-6.547861405326061
009_NF_1_PP1-004_NH4Cl_LL_ZY_P_1_2.txt,268.97,250.62,4.712587,0.977206,0.03594199999999992,2,1,-3.5368400937041735
009_NF_1_PP1-004_NH4Cl_LL_ZY_P_1_3.txt,287.97,267.03,4.669395,0.569447,0.02445799999999998,3,1,-2.2627746601495176
009_NF_1_PP1-004_NH4Cl_LL_ZY_S090101_2_1.txt,246.73,232.39,4.68464,1.679885,0.04617199999999988,1,2,-6.465643372480797
009_NF_1_PP1-004_NH4Cl_LL_ZY_S090102_2_2.txt,270.63,252.53,4.638433,0.989977,0.03208,2,2,-3.4174651151240347
009_NF_1_PP1-004_NH4Cl_LL_ZY_S090103_2_3.txt,292.18,272.59,4.786165,0.581811,0.02178200000000008,3,2,-1.953090427040517
009_NF_1_PP1-004_NH4Cl_LL_ZY_S090201_3_1.txt,246.1,232.67,4.763942,1.678225,0.04610499999999984,1,3,-6.229170399612061
009_NF_1_PP1-004_NH4Cl_LL_ZY_S090202_3_2.txt,271.84,253.41,4.778169,0.988453,0.03197800000000006,2,3,-3.3189772788219747
009_NF_1_PP1-004_NH4Cl_LL_ZY_S090203_3_3.txt,293.6,272.17,4.724002,0.580389,0.022322999999999982,3,3,-2.108466172524212
